Product_Code,Product_Label
521131,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, plain weave"
521132,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, 3-thread or 4-thread twill, including cross twill"
521139,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, of weaves n.e.c. in item no. 5211.3"
521141,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, plain weave"
521142,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, denim"
521143,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, 3-thread or 4-thread twill, including cross twill"
521149,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, of weaves n.e.c. in item no. 5211.4"
521151,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, printed, plain weave"
521152,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, printed, 3-thread or 4-thread twill, including cross twill"
521159,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, printed, of weaves n.e.c. in item no. 5211.5"
521211,"Fabrics, woven; of cotton, unbleached, weighing not more than 200g/m2, n.e.c. in chapter 52"
521212,"Fabrics, woven; of cotton, bleached, weighing not more than 200g/m2, n.e.c. in chapter 52"
521213,"Fabrics, woven; of cotton, dyed, weighing not more than 200g/m2, n.e.c. in chapter 52"
521214,"Fabrics, woven; of cotton, of yarns of different colours, weighing not more than 200g/m2, n.e.c. in chapter 52"
521215,"Fabrics, woven; of cotton, printed, weighing not more than 200g/m2, n.e.c. in chapter 52"
521221,"Fabrics, woven; of cotton, unbleached, weighing more than 200g/m2, n.e.c. in chapter 52"
521222,"Fabrics, woven; of cotton, bleached, weighing more than 200g/m2, n.e.c. in chapter 52"
521223,"Fabrics, woven; of cotton, dyed, weighing more than 200g/m2, n.e.c. in chapter 52"
521224,"Fabrics, woven; of cotton, of yarns of different colours, weighing more than 200g/m2, n.e.c. in chapter 52"
521225,"Fabrics, woven; of cotton, printed, weighing more than 200g/m2, n.e.c. in chapter 52"
580121,"Fabrics; woven pile, of cotton, uncut weft pile fabrics, other than fabrics of heading no. 5802 or 5806"
580122,"Fabrics; woven pile, of cotton, cut corduroy, other than fabrics of heading no. 5802 or 5806"
580123,"Fabrics; woven pile, of cotton, weft pile fabrics other than uncut and corduroy, other than fabrics of heading no. 5802 or 5806"
580126,"Fabrics; chenille, of cotton, other than fabrics of heading no. 5802 or 5806"
580127,"Fabrics; woven pile, of cotton, warp pile fabrics, other than fabrics of heading no. 5802 or 5806"
580211,"Fabrics; terry towelling and similar woven terry fabrics, of cotton, unbleached, excluding narrow fabrics of heading no. 5806"
580219,"Fabrics; terry towelling and similar woven terry fabrics, of cotton, bleached, excluding narrow fabrics of heading no. 5806"
580631,"Fabrics; narrow woven fabrics, n.e.c. in heading no. 5806, of cotton (excluding goods of heading no. 5807)"
581091,"Embroidery; with visible ground, of cotton, in the piece, in strips or in motifs"
600121,"Fabrics; looped pile fabrics, of cotton, knitted or crocheted"
600191,"Fabrics; pile fabrics (excluding long pile and loop pile), of cotton, knitted or crocheted"
600320,"Fabrics; knitted or crocheted fabrics, other than those of heading 60.01 and 60.02, of a width not exceeding 30 cm, of cotton"
600521,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of cotton, unbleached or bleached"
600522,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of cotton, dyed"
600523,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of cotton, yarns of different colours"
600524,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of cotton, printed"
600621,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, unbleached or bleached"
600622,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, dyed"
600623,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, of yarns of different colours"
600624,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, printed"
B_HC07,Blankets and travelling rugs
470610,Pulp; cotton linters pulp
B_HC08,"Bed linen, table linen, toilet linen and kitchen linen"
560121,"Wadding; other articles thereof, of cotton"
B_HC09,"Curtains, interior blinds and valances"
610120,"Coats; men's or boys' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of cotton, knitted or crocheted (excluding those of heading no. 6103)"
610220,"Coats; women's or girls' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of cotton, knitted or crocheted (excluding those of heading no. 6104)"
610322,"Ensembles; men's or boys', of cotton, knitted or crocheted"
610332,"Jackets and blazers; men's or boys', of cotton, knitted or crocheted"
610342,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of cotton, knitted or crocheted"
610422,"Ensembles; women's or girls', of cotton, knitted or crocheted"
610432,"Jackets; women's or girls', of cotton, knitted or crocheted"
610442,"Dresses; women's or girls', of cotton, knitted or crocheted"
610452,"Skirts and divided skirts; women's or girls', of cotton, knitted or crocheted"
610462,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of cotton, knitted or crocheted"
610510,"Shirts; men's or boys', of cotton, knitted or crocheted"
610610,"Blouses, shirts and shirt-blouses; women's or girls', of cotton, knitted or crocheted"
610711,"Underpants and briefs; men's or boys', of cotton, knitted or crocheted"
610721,"Nightshirts and pyjamas; men's or boys', of cotton, knitted or crocheted"
610791,"Bathrobes, dressing gowns and similar articles; men's or boys', of cotton, knitted or crocheted"
610821,"Briefs and panties; women's or girls', of cotton, knitted or crocheted"
610831,"Nightdresses and pyjamas; women's or girls', of cotton, knitted or crocheted"
610891,"Negligees, bathrobes, dressing gowns and similar articles; women's or girls', of cotton, knitted or crocheted"
610910,"T-shirts, singlets and other vests; of cotton, knitted or crocheted"
611020,"Jerseys, pullovers, cardigans, waistcoats and similar articles; of cotton, knitted or crocheted"
611120,"Garments and clothing accessories; babies', of cotton, knitted or crocheted"
611211,"Track suits; of cotton, knitted or crocheted"
611420,"Garments; of cotton, knitted or crocheted, n.e.c. in chapter 61"
611595,"Hosiery and footwear; without applied soles, of cotton, knitted or crocheted (excluding graduated compression hosiery, panty hose, tights, full or knee-length hosiery measuring per single yarn less than 67 decitex)"
611692,"Gloves, mittens and mitts; of cotton, knitted or crocheted, (other than impregnated, coated or covered with plastics or rubber)"
620112,"Coats; men's or boys', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of cotton, other than those of heading no. 6203 (not knitted or crocheted)"
620192,Other furnishings
B_HC10,"Anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles; men's or boys', of cotton, other than those of heading no. 6203 (not knitted or crocheted)"
620212,"Coats; women's or girls', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of cotton, other than those of heading no. 6204 (not knitted or crocheted)"
620292,"Anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles; women's or girls', of cotton, other than those of heading no. 6204 (not knitted or crocheted)"
620322,"Ensembles; men's or boys', of cotton (not knitted or crocheted)"
620332,"Jackets and blazers; men's or boys', of cotton (not knitted or crocheted)"
620342,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of cotton (not knitted or crocheted)"
620412,"Suits; women's or girls', of cotton (not knitted or crocheted)"
620422,"Ensembles; women's or girls', of cotton (not knitted or crocheted)"
620432,"Jackets and blazers; women's or girls', of cotton (not knitted or crocheted)"
620442,"Dresses; women's or girls', of cotton (not knitted or crocheted)"
620452,"Skirts and divided skirts; women's or girls', of cotton (not knitted or crocheted)"
620462,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of cotton (not knitted or crocheted)"
620520,"Shirts; men's or boys', of cotton (not knitted or crocheted)"
620630,"Blouses, shirts and shirt-blouses; women's or girls', of cotton (not knitted or crocheted)"
620711,"Underpants and briefs; men's or boys', of cotton (not knitted or crocheted)"
620721,"Nightshirts and pyjamas; men's or boys', of cotton (not knitted or crocheted)"
620791,"Singlets and other vests, bathrobes, dressing gowns and similar articles; men's or boys', of cotton (not knitted or crocheted)"
620821,"Nightdresses and pyjamas; women's or girls', of cotton (not knitted or crocheted)"
620891,"Singlets and other vests, briefs, panties, negligees, bathrobes, dressing gowns and similar articles; women's or girls', of cotton (not knitted or crocheted)"
620920,"Garments and clothing accessories; babies', of cotton (not knitted or crocheted)"
621132,"Track suits and other garments n.e.c.; men's or boys', of cotton (not knitted or crocheted)"
621142,"Track suits and other garments n.e.c.; women's or girls', of cotton (not knitted or crocheted)"
621320,Handkerchiefs; of cotton (not knitted or crocheted)
